squareMeters,rooms,floor,floorCount,latitude,longitude,centreDistance,poiCount,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price,type_numeric,condition_numeric,city_numeric,floor_ratio,price_per_sqm,is_high_floor,log_price,comfort_score,uuid,split
0.3055555555555556,0.4,0.1,0.034482758620689655,53.4777278,14.5423184,0.3085,0.04,True,True,False,False,True,750000,0.0,0.5,1.0,1.0,1.0,1,13.527829818844937,0.6,6034a5f7906660744b8158d9ea6dfcd9,val
0.12455555555555556,0.4,0.1,0.3103448275862069,53.441481,14.567764,0.10300000000000001,0.28,False,True,True,False,True,559000,0.0,0.5,1.0,0.2,1.0,0,13.233906541044401,0.6,c7ae27173f9838ab1ba54790db653154,train
0.15555555555555556,0.4,0.1,0.06896551724137931,53.39362113,14.48229773,0.309,0.0,True,True,False,False,False,565000,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0,13.244582780038517,0.4,8b1d6f41393b72b28f16b4dbcb7d6983,train
0.195,0.4,0.1,0.034482758620689655,53.4803252,14.5393245,0.3245,0.04,True,True,False,False,True,669000,0.0,0.5,1.0,1.0,1.0,1,13.41354083387756,0.6,5183d80a3bccbea996b316cee711f163,train
0.15305555555555553,0.2,0.5,0.3448275862068966,53.434856,14.555415,0.0665,0.72,False,False,True,False,True,424000,0.0,0.5,1.0,0.9090909090909091,1.0,1,12.95749109270188,0.4,6f581dd3f3de32afab8bfbbf13035315,train
0.15055555555555555,0.2,0.2,0.10344827586206896,53.455075,14.5474,0.182,0.08,False,False,False,False,True,459000,0.0,0.5,1.0,1.0,1.0,1,13.036807667689546,0.2,8b2686effcffa8c30a8bc1cd73edd934,test
0.11666666666666667,0.2,0.05,0.10344827586206896,53.42514468,14.55632687,0.018,1.0,False,True,False,False,True,399000,0.0,0.5,1.0,0.25,1.0,0,12.896719202134523,0.4,857ff55b5a7c9a837fba6d7d011ab1b6,train
0.24444444444444444,0.4,0.2,0.10344827586206896,53.4409112524084,14.4937263061079,0.24300000000000002,0.14,False,True,False,False,True,595000,0.0,0.5,1.0,1.0,1.0,1,13.296318365198623,0.4,e553bef8c94ebdd8ab0b7916aa753f98,train
0.08333333333333333,0.0,0.05,0.10344827586206896,53.432222,14.555833,0.052000000000000005,0.94,True,True,False,False,True,415000,0.0,0.5,1.0,0.25,1.0,0,12.936036208848487,0.6,9b0b103a696bcb22633f15dbe265c5f6,test
0.03611111111111111,0.0,0.15,0.3448275862068966,53.41545475,14.53108671,0.1085,0.2,True,True,True,False,True,359000,0.0,0.5,1.0,0.2727272727272727,1.0,0,12.791080452981857,0.8,6f9b72673811509a2d221e8a5efaa87f,val
0.11077777777777777,0.2,0.1,0.06896551724137931,53.4474854,14.5498603,0.13899999999999998,0.32,False,False,False,False,True,419000,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,0,12.945628585536271,0.2,867c908794db2fb089d591ed10ba8cc7,train
0.2672222222222222,0.4,0.2,0.10344827586206896,53.4340574,14.56920147,0.065,0.26,True,False,False,False,True,460000,0.3333333333333333,0.5,1.0,1.0,1.0,1,13.038983942375959,0.4,30739fe6b56552cb1249d637fb4d49f2,train
0.28600000000000003,0.6,0.15,0.06896551724137931,53.42632,14.53144,0.099,0.4,False,False,False,False,False,399000,0.0,0.5,1.0,1.0,1.0,1,12.896719202134523,0.0,642ce9db58acc4734cd87fc63ca93c1f,test
0.4083333333333333,0.4,0.2,0.13793103448275862,53.445816,14.549937,0.13,0.28,True,True,False,False,True,599000,0.0,0.5,1.0,0.8,1.0,1,13.303018546545275,0.6,1ed79bbdb63c13ae5521309b7a4487d8,train
0.09444444444444444,0.2,0.5,0.3448275862068966,53.44545,14.55238,0.126,0.3,False,True,True,False,False,315000,0.0,0.5,1.0,0.9090909090909091,1.0,1,12.660331092405906,0.4,cbd36736272a106c4d73b700389d558e,test
0.14500000000000002,0.2,0.1,0.06896551724137931,53.41691025,14.53617498,0.0895,0.22,True,True,False,False,False,629000,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,0,13.351888125506433,0.4,28b6eacb3aa4299d1a3ca9151cfc1f05,train
0.1388888888888889,0.2,0.05,0.10344827586206896,53.474167,14.537222,0.29300000000000004,0.02,False,True,False,False,True,519000,0.0,0.5,1.0,0.25,1.0,0,13.159661088928443,0.4,88bd2851a08ec7e2a64b80a7d51bad76,train
0.14888888888888888,0.2,0.1,0.10344827586206896,53.41477573,14.53064203,0.1115,0.16,False,False,False,False,True,499000,0.0,0.5,1.0,0.5,1.0,0,13.120363378739663,0.2,bdacc59fb56d05dcfd1c8249f2c59038,train
0.13333333333333333,0.2,0.05,0.10344827586206896,53.4339832833097,14.5447663015548,0.0795,1.0,True,False,True,True,True,339000,0.0,0.5,1.0,0.25,1.0,0,12.733758336210744,0.8,7ffd06b3dd7c06e84fa9b5c346e0170e,train
0.17222222222222222,0.2,0.1,0.06896551724137931,53.4312995,14.5648979,0.046,0.32,True,False,False,False,True,469000,0.3333333333333333,0.5,1.0,0.6666666666666666,1.0,0,13.058360179622305,0.4,9e5ae898d54d0a46d4bc927514199326,train
0.36666666666666664,0.4,0.15,0.06896551724137931,53.4660213,14.5383199,0.2485,0.16,False,True,False,False,False,679000,0.0,0.5,1.0,1.0,1.0,1,13.428377879293798,0.2,0101fdf6916d02b26dd8cfc45e1ea694,test
0.5277777777777778,0.8,0.05,0.10344827586206896,53.4318317,14.5396127,0.08499999999999999,1.0,False,False,False,False,True,625000,0.3333333333333333,0.5,1.0,0.25,1.0,0,13.345508528717259,0.2,17da4d5ab1c33eef1ba5207cf645110e,train
0.07477777777777778,0.0,0.05,0.5517241379310345,53.404167,14.503333,0.219,0.1,False,False,True,False,False,351330,0.6666666666666666,0.5,1.0,0.058823529411764705,1.0,0,12.769484078027057,0.2,e535d36e74e4e780f62bd05112e01f92,train
