id,city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,ownership,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
93bcf67193a33fecc36949458e2fe6f4,krakow,blockOfFlats,48.5,2.0,2.0,2.0,1960.0,50.0835977,19.9526622,3.31,8.0,0.341,0.412,0.111,0.424,0.207,1.623,0.035,condominium,no,yes,no,no,yes,797000
c6c8125ddcc62ad4cd890e04bbe468bb,wroclaw,blockOfFlats,55.2,2.0,6.0,6.0,2000.0,51.0922645,17.0403238,2.18,26.0,0.202,0.821,0.325,0.146,0.241,0.177,0.044,condominium,no,yes,yes,no,no,830000
5e699ed4aa84e4cf87a7f1f03ea969ab,lublin,tenement,95.0,5.0,3.0,3.0,1905.0,51.25007,22.56052,0.57,85.0,0.049,0.229,0.284,0.061,0.183,0.092,0.107,condominium,no,yes,no,no,no,880000
149104fa17ca8bdca8b444c83da4d6b6,warszawa,apartmentBuilding,42.0,2.0,5.0,5.0,2020.0,52.2608853,21.0469982,4.39,14.0,0.136,0.615,0.341,0.25,0.161,0.743,0.154,condominium,yes,yes,yes,no,no,900420
dad18477986bf01c829d1c3c737e140b,rzeszow,blockOfFlats,39.43,2.0,6.0,10.0,2013.0,50.0157,22.0078,2.43,9.0,0.508,1.58,0.697,0.233,0.059,0.89,0.014,condominium,yes,no,yes,yes,yes,529000
6dafe2a5890bf4accb534da2e2215279,warszawa,tenement,66.4,3.0,2.0,2.0,1936.0,52.1595,21.2034,15.81,7.0,0.145,0.746,0.548,0.24,0.39,1.893,0.46,condominium,no,no,no,no,no,930000
093bbcc4e904c4ff3be2b7081e27910b,krakow,blockOfFlats,81.2,4.0,2.0,3.0,2002.0,50.098712,19.9594099,5.05,12.0,0.311,0.722,0.137,0.336,0.127,2.696,0.112,condominium,no,yes,no,yes,no,1150000
d5465a2ddc69ed116c3b1983a6a44931,warszawa,blockOfFlats,31.66,2.0,4.0,7.0,2022.0,52.20445,20.93646,5.48,5.0,0.862,0.641,1.24,0.332,0.209,2.363,0.58,condominium,no,yes,yes,no,no,690000
6e9eb352ddd7aac778e9c4bd1ddf1c9a,krakow,apartmentBuilding,60.0,3.0,1.0,4.0,2017.0,50.04613195,19.92941476,1.21,20.0,0.345,0.903,0.135,0.175,0.107,0.715,0.053,condominium,no,yes,yes,no,no,1319940
caa9995bbd22d8903fa6baa1f3e8bab8,gdansk,blockOfFlats,40.46,2.0,8.0,10.0,1975.0,54.41099,18.5846,8.21,15.0,0.325,0.522,0.075,0.334,0.104,1.047,0.199,condominium,no,yes,yes,no,yes,687000
1f46270167f7d66eac53b8c7c938fc87,warszawa,blockOfFlats,52.8,3.0,6.0,10.0,1974.0,52.282206,21.0256222,5.81,10.0,0.419,0.707,0.921,0.281,0.215,2.157,0.235,condominium,no,yes,yes,no,no,815000
20f080f687e572af54f7b2f8dcf7db4f,warszawa,blockOfFlats,48.0,2.0,9.0,10.0,1978.0,52.2998061,21.0421229,8.01,7.0,0.178,1.054,0.428,0.237,0.34,2.737,0.035,condominium,yes,yes,yes,no,yes,620000
6baa2d4284d9674f9f4712adc8f2a66c,wroclaw,blockOfFlats,49.3,2.0,3.0,5.0,2001.0,51.0700742,16.9980133,5.03,15.0,0.237,0.43,0.547,0.086,0.278,1.925,0.139,condominium,yes,yes,yes,no,no,590000
3e581a77f13ec48317a0e0dc030ba2d3,rzeszow,apartmentBuilding,62.0,2.0,3.0,6.0,2017.0,50.0284962,22.0113641,1.09,18.0,0.307,0.832,0.488,0.369,0.125,0.516,0.36,condominium,no,yes,yes,no,no,840000
a7496826154f4f4fa9f5b73e6e1b2b52,warszawa,blockOfFlats,52.8,3.0,10.0,11.0,1987.0,52.2354635,21.0076736,0.5,63.0,0.326,0.593,0.208,0.302,0.085,0.292,0.139,condominium,no,yes,yes,no,no,1129000
e8bdbd3cd5458454adf92f55495379e3,lodz,blockOfFlats,59.5,3.0,2.0,4.0,1980.0,51.7470221177775,19.4236027644486,4.39,10.0,0.391,0.364,0.535,0.1,0.5,2.034,0.177,condominium,no,yes,no,no,yes,485000
ee529ca439da37e6da3e7daeadf85c45,lodz,blockOfFlats,94.45,5.0,4.0,5.0,1992.0,51.7199,19.482,7.1,22.0,0.531,0.266,0.288,0.235,0.224,1.461,0.226,condominium,no,yes,no,no,no,629000
f175abfcde1b6de81253f5739802fe63,warszawa,apartmentBuilding,49.31,2.0,6.0,6.0,2016.0,52.24709,20.96558,3.1,14.0,0.143,0.762,0.82,0.303,0.061,0.956,0.25,condominium,yes,yes,yes,no,no,1030579
2e36a552d7f024788d145490a722a9df,warszawa,blockOfFlats,26.5,1.0,2.0,4.0,1972.0,52.292127,21.0490945,7.4,31.0,0.275,0.451,0.577,0.164,0.108,1.889,0.089,condominium,no,no,no,no,yes,510000
ef39bc10570b2a7767a183c2b45d2e1b,krakow,tenement,38.23,2.0,1.0,4.0,1927.0,50.0534,19.949,0.78,110.0,0.133,0.708,0.016,0.306,0.047,0.442,0.009,condominium,yes,no,no,no,yes,875000
53443236e7287162a42785e7e9c88ac0,wroclaw,apartmentBuilding,27.3,1.0,4.0,6.0,2012.0,51.1084808,17.037515,0.59,95.0,0.119,0.046,0.255,0.124,0.088,0.249,0.141,condominium,no,no,yes,no,no,505050
ac2d765ae049bebe399c622a4c5923c9,czestochowa,blockOfFlats,40.5,2.0,1.0,4.0,1970.0,50.7874116,19.1362251,2.82,7.0,0.335,0.06,0.418,0.636,0.679,1.166,0.386,condominium,no,yes,no,no,yes,285000
dcf72c3c71e2bee409a4becec051b05f,warszawa,blockOfFlats,99.3,4.0,2.0,6.0,2024.0,52.1997432,20.94455368,5.37,2.0,0.871,0.898,0.783,0.544,0.494,2.257,0.466,condominium,no,yes,yes,no,no,1985000
49ddd2caab9926f65fd238d872c0efb5,warszawa,blockOfFlats,50.39,2.0,1.0,4.0,2002.0,52.33555,20.9406,12.31,11.0,0.418,1.173,0.304,0.165,0.256,2.557,0.192,condominium,no,yes,no,yes,no,599000
8e1f735d5b94453592e6d127d4dff945,warszawa,blockOfFlats,38.0,2.0,2.0,4.0,1955.0,52.2050533,21.0455863,4.12,16.0,0.193,0.347,0.553,0.389,0.333,2.077,0.054,condominium,yes,no,no,no,yes,649999
c27eccfce38c3ed6cd3eecef9ae3f108,poznan,blockOfFlats,63.4,3.0,4.0,11.0,1984.0,52.4544775,16.9205828,5.28,15.0,0.25,0.65,0.307,0.273,0.303,3.608,0.234,condominium,yes,yes,yes,no,yes,650000
91607119c041a63a5e70318c0255ddf4,warszawa,tenement,36.0,2.0,1.0,4.0,1939.0,52.2574959,21.03995847,3.79,47.0,0.417,0.34,0.221,0.327,0.254,0.487,0.104,condominium,no,yes,no,no,yes,620000
1e5868c717df89c7187e11cbd0138baf,warszawa,blockOfFlats,70.0,3.0,2.0,3.0,2000.0,52.33137,20.93696,11.97,17.0,0.468,0.921,0.313,0.164,0.348,2.232,0.174,condominium,no,yes,no,yes,no,899000
4c77dd9db395b4e742397c1160bef431,krakow,apartmentBuilding,43.3,2.0,2.0,5.0,2024.0,50.0108036067055,19.889806322205,6.05,6.0,0.355,0.896,0.902,0.157,0.414,4.205,0.246,condominium,yes,no,yes,yes,no,650000
1a84524886ef699ebe68843e3a1a3cac,gdynia,apartmentBuilding,52.1,2.0,13.0,17.0,2022.0,54.5258898,18.5437122,0.61,6.0,0.37,1.674,0.617,0.574,0.078,0.396,0.364,condominium,yes,no,yes,no,no,1500000
4ceac04b23cf04d22054aea257a91692,warszawa,tenement,25.0,1.0,5.0,5.0,1958.0,52.22472,21.01495,1.1,122.0,0.16,0.243,0.2,0.16,0.06,0.169,0.053,condominium,no,no,yes,no,no,699000
dbb54b0dfb79bb64654622277991540a,krakow,blockOfFlats,50.6,2.0,1.0,4.0,2003.0,50.01921915,19.89912131,4.9,26.0,0.899,0.269,0.262,0.267,0.116,3.068,0.106,condominium,no,no,no,no,yes,750000
490c89fcc66566bccbdeec7779206c3d,krakow,blockOfFlats,25.63,1.0,3.0,3.0,2024.0,50.040272,19.942718,1.7,30.0,0.156,0.774,0.331,0.11,0.04,0.926,0.062,condominium,no,no,yes,no,no,538230
66c8414463698bd2b780726eb0752fd4,warszawa,blockOfFlats,72.0,3.0,1.0,4.0,2005.0,52.31043725,21.07204665,9.92,3.0,0.32,2.976,0.626,0.227,0.56,2.824,0.582,condominium,no,no,yes,no,no,1250000
60daf6d3b5f273e1c88b05fd6d6eaef3,bydgoszcz,blockOfFlats,44.0,3.0,5.0,10.0,1986.0,53.12536,18.03214,2.13,18.0,0.092,0.623,0.108,0.199,0.163,1.031,0.115,condominium,no,no,yes,no,yes,355000
3a0cef320562f95f6bea38700c4d588a,warszawa,blockOfFlats,37.0,2.0,6.0,6.0,2015.0,52.225,20.944,4.12,37.0,0.651,0.096,0.276,0.095,0.107,0.135,0.216,condominium,no,yes,yes,yes,no,1128500
4fb44bc4114e8cc1c112d0c614de86d4,szczecin,blockOfFlats,84.15,5.0,1.0,1.0,2017.0,53.48177215,14.54931761,6.54,2.0,1.841,2.343,1.299,0.851,0.472,2.868,0.423,condominium,yes,no,no,no,no,879000
19713c80e0fcc97fa1e45a05350723b4,gdynia,apartmentBuilding,75.6,3.0,4.0,6.0,2010.0,54.47938,18.50342,5.18,1.0,0.828,2.227,1.0,0.915,0.48,3.585,1.02,condominium,no,yes,yes,yes,no,1499000
d01c31e586e4eeca4cdcac013abd73c9,warszawa,blockOfFlats,64.55,3.0,2.0,7.0,2012.0,52.2251037,20.95212385,3.58,27.0,0.385,0.227,0.259,0.101,0.163,0.461,0.207,condominium,yes,yes,yes,no,yes,1275000
203c15d772a9c7ae625ae7b8a097e3b2,krakow,tenement,37.0,2.0,1.0,3.0,1975.0,50.0876,19.91688,3.91,11.0,0.216,1.222,0.359,0.088,0.354,1.032,0.156,condominium,no,no,no,no,yes,650000
870b4e75f6f214a25b8b089b0f5ae0d2,krakow,blockOfFlats,30.48,1.0,2.0,4.0,2016.0,50.075,19.9891,4.23,7.0,0.19,0.81,0.422,0.296,0.404,2.204,0.513,condominium,no,yes,yes,yes,yes,780000
492e921685c173a659f7dbb75adc7802,krakow,blockOfFlats,34.21,2.0,1.0,2.0,2024.0,50.0988551,19.8834481,6.23,1.0,0.297,0.837,1.049,1.355,1.008,2.998,1.239,condominium,no,no,no,no,no,574700
8331e0525c63e540c39822d950c69577,wroclaw,blockOfFlats,38.0,2.0,1.0,10.0,1980.0,51.0892,17.0206,2.48,21.0,0.112,1.605,0.461,0.204,0.413,0.137,0.012,cooperative,no,no,yes,yes,yes,513000
762842c5b37809aa0075acd5571cfb4a,warszawa,blockOfFlats,43.28,2.0,2.0,7.0,2023.0,52.27845,21.01073,5.22,1.0,0.684,1.73,1.513,1.042,0.98,1.091,0.277,condominium,no,yes,yes,yes,no,744416
5183d80a3bccbea996b316cee711f163,szczecin,blockOfFlats,55.1,3.0,2.0,2.0,2010.0,53.4803252,14.5393245,6.49,2.0,1.56,2.886,1.294,0.882,0.437,3.249,0.287,condominium,yes,yes,no,no,yes,669000
7a42807b2060eaf6df3f010117b7afd3,warszawa,blockOfFlats,27.8,1.0,3.0,4.0,1964.0,52.2028874,20.97059297,3.91,21.0,0.122,0.543,0.449,0.296,0.246,1.352,0.165,condominium,no,no,no,no,yes,575000
d8625f103b4820b70ff0883431c03e74,warszawa,blockOfFlats,49.1,2.0,3.0,4.0,2023.0,52.21964,20.89016,7.84,1.0,0.915,0.609,0.622,0.442,0.669,3.8,0.843,condominium,no,no,yes,yes,no,820000
f982f70ce00a885a1894629a26851f2b,warszawa,apartmentBuilding,69.8,3.0,3.0,4.0,2009.0,52.2415003881823,20.8963523112499,7.38,14.0,0.699,0.201,0.655,0.37,0.228,3.032,0.222,condominium,yes,yes,yes,yes,no,1290000
ebc60c485f2ac5869b4dea17516c34ea,lodz,blockOfFlats,38.2,2.0,2.0,10.0,1971.0,51.7970983,19.4593957,1.76,15.0,0.086,0.916,0.301,0.229,0.283,1.669,0.348,condominium,no,yes,yes,no,no,420000
f65e9b3227f6f124864305195efc6480,poznan,blockOfFlats,54.33,2.0,4.0,4.0,1962.0,52.3991841,16.8755624,4.18,8.0,0.445,0.772,0.535,0.188,0.362,2.592,0.073,condominium,no,no,no,no,yes,540000
e682c8d01afb409a1e389f91cc33203b,wroclaw,tenement,110.4,5.0,1.0,4.0,1930.0,51.1156,17.0583,2.06,29.0,0.195,0.365,0.258,0.081,0.333,0.784,0.162,condominium,yes,yes,no,no,yes,1499000
692ace8d5e6a40aaa55fa62b6f8219ff,warszawa,tenement,60.0,3.0,3.0,3.0,1959.0,52.2447374257988,21.0038887604634,1.45,33.0,0.352,0.276,0.213,0.165,0.138,0.424,0.125,condominium,no,yes,no,no,yes,1199000
bcd8d658e5714852caeb37c9096dedb7,warszawa,blockOfFlats,47.0,2.0,9.0,10.0,1979.0,52.23461,21.10658,7.02,18.0,0.139,0.583,0.495,0.105,0.218,0.69,0.369,condominium,no,no,yes,no,no,650000
f08b2d8103d416d2ba908c72b52670df,krakow,blockOfFlats,40.5,2.0,3.0,4.0,1960.0,50.08089022,19.96188512,3.3,10.0,0.359,0.291,0.408,0.308,0.371,1.805,0.4,condominium,no,yes,no,no,yes,729000
0a36ba5576dd20ed946ae57d9cba0414,warszawa,blockOfFlats,41.0,2.0,4.0,5.0,2011.0,52.24219665,20.89741848,7.32,15.0,0.737,0.186,0.715,0.269,0.129,2.948,0.122,condominium,no,yes,yes,no,no,790000
a67de8a849724d0b4af3befd8045530c,wroclaw,apartmentBuilding,49.0,2.0,2.0,2.0,2016.0,51.0559995,17.0361725,6.1,1.0,0.633,0.841,1.094,0.482,0.882,3.199,0.707,condominium,yes,yes,yes,yes,yes,660000
7490112048425ac5b8cd135fe3a3ef46,warszawa,blockOfFlats,79.07,3.0,2.0,6.0,1998.0,52.25348,21.0415,3.54,51.0,0.161,0.297,0.455,0.132,0.065,0.166,0.048,condominium,no,no,yes,no,yes,1200000
c7b4533452e7076e7e86e0ca38623c11,lublin,blockOfFlats,48.9,2.0,2.0,3.0,1960.0,51.2328,22.5167,3.92,22.0,0.326,0.996,0.342,0.074,0.422,1.012,0.333,condominium,no,yes,no,no,yes,450000
e6215929207c655038a299bd03477e39,lodz,blockOfFlats,48.24,3.0,1.0,10.0,1971.0,51.7602157,19.4331002,2.8,5.0,0.298,0.782,0.177,0.507,0.403,1.887,0.7,condominium,no,yes,yes,no,yes,399000
6a9807fa86cdae3d8a675a132e9daf93,warszawa,apartmentBuilding,44.24,2.0,6.0,6.0,2023.0,52.2834943,20.92536164,7.84,10.0,0.32,1.197,0.371,0.232,0.089,1.183,0.479,condominium,yes,no,yes,no,no,1055000
7ec42783b9b243d505f73f44678999e1,warszawa,apartmentBuilding,49.1,2.0,4.0,17.0,2018.0,52.2420076,21.09851795,6.57,30.0,0.29,0.109,0.224,0.148,0.188,0.773,0.162,condominium,yes,no,yes,no,no,872000
05cb127bf2a57c8a86b741565beb7faf,warszawa,apartmentBuilding,32.0,2.0,5.0,6.0,2006.0,52.20405,20.94894,4.83,5.0,0.599,0.532,0.444,0.463,0.186,1.704,0.552,condominium,no,yes,yes,yes,no,625000
4a018dcde8c7cadcc0726b39f742fe7b,lodz,blockOfFlats,43.0,2.0,7.0,10.0,1980.0,51.74839515,19.39670563,5.43,25.0,0.342,0.227,0.474,0.36,0.185,3.879,0.063,condominium,no,yes,yes,no,no,340000
4e951b26176adde3960e42ff0331afa3,warszawa,blockOfFlats,46.79,3.0,7.0,14.0,1968.0,52.194157,21.0346955,4.68,4.0,0.392,0.735,0.783,0.373,0.463,2.017,0.53,cooperative,no,no,yes,no,yes,925000
cd9475e3fa14b90b084c3af72edf4ab4,poznan,tenement,63.0,3.0,5.0,5.0,1950.0,52.3973,16.9026,2.53,23.0,0.111,0.661,0.257,0.538,0.056,0.964,0.04,condominium,yes,no,no,no,no,479000
f2a8d01220bddc6356063e06146f300b,gdansk,apartmentBuilding,84.5,3.0,3.0,4.0,2011.0,54.3547702,18.6031969,3.37,7.0,0.142,1.071,0.232,0.149,0.489,2.617,0.223,condominium,no,yes,yes,yes,no,1359000
8d775a0f602553ba66c5e1931157f64f,lublin,blockOfFlats,67.18,4.0,2.0,4.0,2024.0,51.2378,22.4761,6.47,3.0,0.389,2.871,1.726,0.414,0.935,1.373,1.187,condominium,no,yes,yes,no,no,869000
4e618b1f70a72054bc58b3108babc57d,warszawa,apartmentBuilding,69.3,3.0,5.0,5.0,2020.0,52.2608853,21.0469982,4.39,14.0,0.136,0.615,0.341,0.25,0.161,0.743,0.154,condominium,yes,yes,yes,no,no,1455608
697f13daecea241f28b8572856601bf1,warszawa,blockOfFlats,41.1,2.0,9.0,10.0,1973.0,52.2731,20.9365,6.48,32.0,0.143,0.269,0.164,0.073,0.142,0.512,0.148,cooperative,yes,yes,yes,no,yes,849000
16f93dc1d36e1a857b4ad42ecd317e26,warszawa,blockOfFlats,57.0,4.0,4.0,4.0,1973.0,52.2114554,21.0474763,3.74,10.0,0.065,1.069,0.606,0.299,0.063,2.064,0.453,condominium,no,yes,no,no,yes,1049000
86aa5fe9af5740a4f3744f74bb243680,warszawa,apartmentBuilding,71.0,3.0,4.0,4.0,2022.0,52.1983,20.93,6.24,5.0,0.562,1.429,1.082,0.22,0.271,3.105,0.54,condominium,yes,yes,yes,yes,yes,1099000
7239af42b1cfcae0911c9ca8a603ce2d,warszawa,apartmentBuilding,97.3,4.0,4.0,7.0,2010.0,52.1606855,21.0280485,8.07,20.0,0.031,0.428,0.511,0.043,0.108,1.905,0.059,condominium,yes,yes,yes,no,no,1875000
68ad629324df493aefb43ebb19a1d6bd,czestochowa,blockOfFlats,73.0,4.0,3.0,4.0,1989.0,50.84800649,19.13337708,3.97,5.0,0.286,0.931,0.192,0.417,0.495,4.789,0.216,cooperative,no,yes,no,no,yes,445000
659cbc763b004fba387fa536e8d3c258,krakow,tenement,131.4,4.0,1.0,2.0,1913.0,50.0600273,19.9389841,0.53,196.0,0.217,0.626,0.162,0.309,0.023,0.485,0.145,condominium,no,yes,no,no,yes,2100000
fde7286263a2e9ba259027c7b295fb30,lodz,blockOfFlats,55.6,2.0,3.0,4.0,2002.0,51.8239452,19.43845055,4.85,8.0,0.363,0.672,0.505,0.383,0.36,2.994,0.131,condominium,yes,yes,no,no,yes,519000
f0eff92223dbe77e80ce547c9632c2d1,warszawa,blockOfFlats,58.0,3.0,7.0,8.0,1984.0,52.22743,21.01762,1.07,111.0,0.146,0.427,0.245,0.138,0.013,0.436,0.201,condominium,no,yes,yes,yes,yes,1130000
ffcd82f566bc63b0104fc0f92c9a3980,krakow,tenement,44.0,2.0,5.0,5.0,1910.0,50.0657,19.9515,1.49,51.0,0.237,0.082,0.372,0.908,0.03,0.75,0.054,condominium,no,no,yes,no,no,894000
d952288ed5e32ca1b11a157433c4b6ef,warszawa,tenement,54.0,3.0,3.0,3.0,1956.0,52.2611,21.0336,3.85,41.0,0.145,0.117,0.169,0.045,0.27,0.197,0.216,condominium,yes,no,no,no,yes,849000
73554cec41432ce09840f274d1a012b5,gdansk,blockOfFlats,65.06,3.0,4.0,5.0,2017.0,54.3999037,18.6146777,6.18,8.0,0.58,1.643,0.499,0.54,0.339,2.392,0.417,condominium,no,yes,yes,yes,no,1249000
39176d1c703b718473dfea44cbe29914,krakow,tenement,125.2,6.0,2.0,3.0,1905.0,50.06741,19.92842,1.53,58.0,0.047,0.505,0.423,0.155,0.03,0.328,0.223,condominium,no,yes,no,no,no,2199000
45ed1b1958c6c862a55e71cfd90d996d,warszawa,apartmentBuilding,66.9,2.0,1.0,8.0,2003.0,52.21459,21.01967,2.2,29.0,0.092,0.319,0.293,0.07,0.106,0.793,0.142,condominium,no,yes,yes,no,no,1950000
030b795408e4b91121d1538f7ffa8fe8,warszawa,blockOfFlats,54.81,3.0,9.0,10.0,1984.0,52.2752,20.924,7.26,13.0,0.493,0.894,0.125,0.139,0.035,1.083,0.146,cooperative,yes,yes,yes,no,yes,770000
fa9c2af69079e95f59e4de38a8d476ff,wroclaw,blockOfFlats,78.07,3.0,3.0,3.0,2009.0,51.05959,17.00495,5.94,15.0,0.919,1.032,0.734,0.053,0.093,2.908,0.057,condominium,yes,yes,no,no,no,950000
5fbd61e54277b240d050e21c83704cf1,szczecin,tenement,72.44,3.0,3.0,4.0,1930.0,53.4308373,14.5419351,1.51,75.0,0.261,0.582,0.132,0.166,0.043,0.19,0.075,condominium,no,no,no,no,yes,690000
656bdd0132a38eea0b7a703cb7acf0ce,krakow,tenement,33.0,2.0,2.0,3.0,1920.0,50.0461752,19.9524125,1.42,39.0,0.172,0.74,0.207,0.6,0.117,0.993,0.229,condominium,no,no,no,no,no,890000
75d7550229a34c91383b6ba267cf7cd5,warszawa,blockOfFlats,25.56,1.0,7.0,7.0,1964.0,52.20673565,21.01298011,2.85,30.0,0.165,0.133,0.295,0.327,0.164,0.216,0.312,cooperative,no,no,yes,no,yes,550000
711ac38be77b57c1d589958c0b6becfb,poznan,blockOfFlats,49.23,3.0,7.0,10.0,1976.0,52.3877547,16.8728525,4.81,10.0,0.089,0.574,0.351,0.715,0.328,1.663,0.28,cooperative,no,yes,yes,no,yes,470000
ee300ebf935c611cb2acaf7ba9eda9bb,wroclaw,blockOfFlats,62.5,3.0,9.0,10.0,1980.0,51.0913,16.9756,4.36,5.0,0.416,1.042,0.533,0.275,0.447,2.175,0.42,cooperative,yes,yes,yes,no,yes,780000
b19a61bf56f49b5746be6999005e1d46,krakow,apartmentBuilding,45.58,3.0,2.0,2.0,2023.0,50.0456577,20.0001457,4.53,4.0,0.595,1.117,0.023,0.34,0.601,0.996,0.594,condominium,yes,yes,yes,no,no,850000
91bb3846e2289c2a29062b2e133202b8,krakow,blockOfFlats,37.0,2.0,1.0,4.0,1970.0,50.0183648,19.9834133,5.21,16.0,0.198,1.063,0.068,0.107,0.169,2.25,0.052,condominium,no,yes,no,no,yes,555000
81ec9c789a68ece22b99c1ea3ec41fae,gdansk,apartmentBuilding,30.5,1.0,4.0,6.0,2017.0,54.34401,18.65684,0.62,31.0,0.199,0.239,0.337,0.576,0.131,1.267,0.272,condominium,no,no,yes,no,no,680000
bcad283d40029a98e62f8fbb9bd79204,krakow,apartmentBuilding,51.0,3.0,1.0,5.0,2023.0,50.058888,19.971106,2.37,13.0,0.615,0.436,0.337,0.394,0.313,0.919,0.353,condominium,yes,yes,yes,no,no,1116450
17deec1879caf1e4df5d320cfff9b31a,warszawa,tenement,51.32,2.0,1.0,3.0,1935.0,52.2390132,21.0274757,1.82,49.0,0.147,0.369,0.18,0.189,0.125,0.737,0.097,condominium,yes,yes,no,no,no,1175000
b1831f21ef4e4939ccd11602ae412d26,wroclaw,blockOfFlats,53.9,3.0,10.0,11.0,1975.0,51.136911,17.0304517,2.91,12.0,0.153,1.083,0.312,0.162,0.27,1.994,0.223,cooperative,no,yes,yes,no,yes,595000
a34c38d1c1d60911d287fa4ca0ad4679,warszawa,apartmentBuilding,88.5,4.0,2.0,4.0,2017.0,52.31965,20.97824,9.93,0.0,0.673,0.577,1.049,0.654,0.598,1.839,0.571,condominium,no,yes,yes,no,no,1330000
5894dfd349df7847104e2b052bb838fe,krakow,tenement,34.92,1.0,1.0,2.0,1920.0,50.045788,19.9524029,1.45,42.0,0.167,0.747,0.172,0.557,0.076,1.003,0.215,condominium,no,yes,no,no,no,599000
daae5bd9669d7102097f18ff9017a3eb,poznan,blockOfFlats,71.0,3.0,1.0,4.0,2018.0,52.4309,16.9521,2.79,5.0,0.603,0.759,0.742,0.124,0.521,1.966,0.202,condominium,no,no,yes,no,no,852000
db8259ad4176d051c0030133d70ba37f,lublin,blockOfFlats,51.7,2.0,2.0,4.0,1998.0,51.2741558,22.5747434,2.98,8.0,0.376,1.756,1.076,0.151,0.161,1.062,0.12,condominium,no,yes,no,no,yes,506660
624417257803a886ddeb773e962f0c2f,poznan,apartmentBuilding,68.8,3.0,2.0,3.0,2023.0,52.39805556,16.87555556,4.22,7.0,0.549,0.86,0.66,0.117,0.311,2.499,0.199,condominium,yes,yes,yes,no,yes,1290000
ce15fdb822ae6e891232af884d1e3730,warszawa,apartmentBuilding,76.0,3.0,1.0,6.0,2020.0,52.18477,21.01024,5.24,17.0,0.239,0.399,0.464,0.373,0.216,0.952,0.357,condominium,no,yes,yes,yes,no,1890000
630512325d80029a5d6fcdabfdcae200,szczecin,tenement,65.0,2.0,1.0,3.0,1870.0,53.4339996,14.542946,1.68,72.0,0.332,0.442,0.379,0.186,0.042,0.224,0.206,condominium,yes,no,no,no,yes,565000
cccb1a364e57d15323f9eee1024f71ab,gdynia,tenement,100.0,4.0,5.0,5.0,1937.0,54.50649,18.54668,1.68,12.0,0.067,0.38,0.769,0.487,0.315,1.051,0.483,condominium,no,yes,yes,yes,yes,2700000
e7b8f2e3430717f30273f642b3075e5b,gdansk,blockOfFlats,27.2,1.0,1.0,4.0,2021.0,54.34537,18.53385,7.83,2.0,1.596,1.519,0.117,0.559,0.474,4.853,0.918,condominium,no,yes,yes,no,no,450000
6b766d6ad1319d8306d23687623a9bbe,warszawa,blockOfFlats,59.5,3.0,8.0,17.0,1983.0,52.28845,21.03562,6.68,14.0,0.329,0.265,0.385,0.445,0.234,2.241,0.248,condominium,no,no,yes,no,yes,880000
b9ba9c733fd2946ec202e235c7cde473,krakow,blockOfFlats,34.28,2.0,1.0,4.0,1962.0,50.08517,19.96661,3.88,27.0,0.282,0.485,0.22,0.199,0.238,2.306,0.219,condominium,no,yes,no,no,yes,561000
9d1addac293fa706d70277d125d46428,warszawa,apartmentBuilding,92.24,3.0,4.0,5.0,2007.0,52.2043435,20.9965113,3.08,19.0,0.321,0.079,0.326,0.314,0.034,0.266,0.114,condominium,yes,yes,yes,no,yes,2306000
ab27362baa19656e8584adf19e0ba35e,lodz,blockOfFlats,48.0,3.0,7.0,10.0,1973.0,51.73788,19.44954,4.86,12.0,0.151,1.641,0.432,0.143,0.325,0.458,0.482,condominium,no,yes,yes,no,no,539000
ffc5437d784ef6160742f24822023e88,warszawa,blockOfFlats,63.6,4.0,4.0,4.0,1973.0,52.18022,21.04815,6.48,13.0,0.332,0.633,0.59,0.076,0.401,3.333,0.193,condominium,no,no,no,no,yes,870000
c31536941e2016105b9e16ffad280b9b,warszawa,blockOfFlats,36.0,2.0,4.0,7.0,2016.0,52.1865450005264,21.0045403992998,5.02,15.0,0.451,0.075,0.353,0.005,0.088,0.636,0.164,condominium,yes,yes,yes,yes,yes,825000
a4b4b9280cdc4a9612fe7d04ed348f42,krakow,blockOfFlats,52.0,2.0,1.0,3.0,2009.0,50.0176,20.0281,7.65,3.0,0.402,1.992,0.436,0.491,0.738,2.733,0.554,condominium,yes,yes,no,no,no,750000
855434f5edefe656793bc954b81f3348,warszawa,blockOfFlats,56.9,3.0,2.0,2.0,2011.0,52.31173365,21.07914305,10.28,0.0,0.763,2.498,0.926,0.696,0.779,2.982,0.788,condominium,yes,yes,no,no,no,730000
9fd4b09c78f095ad67c26521087b1e39,warszawa,apartmentBuilding,97.0,3.0,3.0,8.0,2002.0,52.2510505,20.9856033,2.47,63.0,0.115,0.277,0.233,0.172,0.15,0.131,0.054,condominium,yes,yes,yes,no,no,2900000
66a1d9ab27ca77ac467cc8bac2f4a8b5,gdansk,blockOfFlats,76.38,4.0,3.0,5.0,2023.0,54.3609995,18.5701319,5.61,2.0,0.384,1.632,0.525,0.458,0.548,3.109,0.53,condominium,no,yes,yes,no,no,1160000
